                                                                              30 Sep 2017 19:26:05
 AGI Educational Alliance Partner
Place-Ames-Sensor-Ames_Ground_Station-To-Satellite-CySat1:  Access Summary Report


Ames_Ground_Station-To-CySat1
-----------------------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                     317    12 Jan 2018 21:31:18.301    12 Jan 2018 21:31:31.071            12.769
                     318    12 Jan 2018 23:06:10.543    12 Jan 2018 23:10:25.218           254.675
                     319    13 Jan 2018 17:22:25.020    13 Jan 2018 17:26:37.481           252.461
                     320    13 Jan 2018 22:14:22.627    13 Jan 2018 22:17:45.160           202.533
                     321    13 Jan 2018 23:50:52.026    13 Jan 2018 23:54:14.847           202.822
                     322    14 Jan 2018 16:30:37.470    14 Jan 2018 16:34:18.562           221.092
                     323    14 Jan 2018 18:07:26.687    14 Jan 2018 18:10:35.199           188.512
                     324    14 Jan 2018 21:23:31.005    14 Jan 2018 21:23:46.577            15.573
                     325    14 Jan 2018 22:58:24.595    14 Jan 2018 23:02:39.291           254.695
                     326    15 Jan 2018 17:14:39.110    15 Jan 2018 17:18:51.524           252.414
                     327    15 Jan 2018 22:06:36.621    15 Jan 2018 22:09:59.341           202.720
                     328    15 Jan 2018 23:43:06.207    15 Jan 2018 23:46:28.741           202.534
                     329    16 Jan 2018 16:22:51.405    16 Jan 2018 16:26:32.709           221.304
                     330    16 Jan 2018 17:59:40.883    16 Jan 2018 18:02:49.183           188.300
                     331    16 Jan 2018 21:15:43.926    16 Jan 2018 21:16:01.875            17.949
                     332    16 Jan 2018 22:50:38.648    16 Jan 2018 22:54:53.363           254.715
                     333    17 Jan 2018 17:06:53.199    17 Jan 2018 17:11:05.566           252.367
                     334    17 Jan 2018 21:58:50.615    17 Jan 2018 22:02:13.521           202.905
                     335    17 Jan 2018 23:35:20.388    17 Jan 2018 23:38:42.633           202.245
                     336    18 Jan 2018 16:15:05.339    18 Jan 2018 16:18:46.856           221.516
                     337    18 Jan 2018 17:51:55.079    18 Jan 2018 17:55:03.167           188.087
                     338    18 Jan 2018 21:07:56.981    18 Jan 2018 21:08:17.031            20.050
                     339    18 Jan 2018 22:42:52.701    18 Jan 2018 22:47:07.436           254.735
                     340    19 Jan 2018 16:59:07.290    19 Jan 2018 17:03:19.609           252.319
                     341    19 Jan 2018 21:51:04.610    19 Jan 2018 21:54:27.700           203.091
                     342    19 Jan 2018 23:27:34.570    19 Jan 2018 23:30:56.525           201.955
                     343    20 Jan 2018 16:07:19.275    20 Jan 2018 16:11:01.001           221.727
                     344    20 Jan 2018 17:44:09.276    20 Jan 2018 17:47:17.150           187.875
                     345    20 Jan 2018 21:00:10.134    20 Jan 2018 21:00:32.093            21.959
                     346    20 Jan 2018 22:35:06.753    20 Jan 2018 22:39:21.508           254.755
                     347    21 Jan 2018 16:51:21.382    21 Jan 2018 16:55:33.651           252.269
                     348    21 Jan 2018 21:43:18.604    21 Jan 2018 21:46:41.880           203.276
                     349    21 Jan 2018 23:19:48.753    21 Jan 2018 23:23:10.416           201.663
                     350    22 Jan 2018 15:59:33.210    22 Jan 2018 16:03:15.147           221.936
                     351    22 Jan 2018 17:36:23.472    22 Jan 2018 17:39:31.134           187.662
                     352    22 Jan 2018 20:52:23.362    22 Jan 2018 20:52:47.078            23.716
                     353    22 Jan 2018 22:27:20.806    22 Jan 2018 22:31:35.580           254.774
                     354    23 Jan 2018 16:43:35.472    23 Jan 2018 16:47:47.692           252.220
                     355    23 Jan 2018 21:35:32.598    23 Jan 2018 21:38:56.058           203.461
                     356    23 Jan 2018 23:12:02.936    23 Jan 2018 23:15:24.306           201.370
                     357    24 Jan 2018 15:51:47.146    24 Jan 2018 15:55:29.292           222.146
                     358    24 Jan 2018 17:28:37.669    24 Jan 2018 17:31:45.117           187.448
                     359    24 Jan 2018 20:44:36.651    24 Jan 2018 20:45:02.001            25.349
                     360    24 Jan 2018 22:19:34.859    24 Jan 2018 22:23:49.651           254.792
                     361    25 Jan 2018 16:35:49.562    25 Jan 2018 16:40:01.734           252.172
                     362    25 Jan 2018 21:27:46.592    25 Jan 2018 21:31:10.237           203.645
                     363    25 Jan 2018 23:04:17.119    25 Jan 2018 23:07:38.193           201.074
                     364    26 Jan 2018 15:44:01.082    26 Jan 2018 15:47:43.436           222.354
                     365    26 Jan 2018 17:20:51.867    26 Jan 2018 17:23:59.097           187.230
                     366    26 Jan 2018 20:36:49.992    26 Jan 2018 20:37:16.875            26.883
                     367    26 Jan 2018 22:11:48.912    26 Jan 2018 22:16:03.722           254.810
                     368    27 Jan 2018 16:28:03.653    27 Jan 2018 16:32:15.775           252.122
                     369    27 Jan 2018 21:20:00.587    27 Jan 2018 21:23:24.418           203.831
                     370    27 Jan 2018 22:56:31.303    27 Jan 2018 22:59:52.082           200.779
                     371    28 Jan 2018 15:36:15.019    28 Jan 2018 15:39:57.581           222.562
                     372    28 Jan 2018 17:13:06.065    28 Jan 2018 17:16:13.080           187.015
                     373    28 Jan 2018 20:29:03.378    28 Jan 2018 20:29:31.700            28.322
                     374    28 Jan 2018 22:04:02.965    28 Jan 2018 22:08:17.793           254.828
                     375    29 Jan 2018 16:20:17.744    29 Jan 2018 16:24:29.817           252.073
                     376    29 Jan 2018 21:12:14.582    29 Jan 2018 21:15:38.596           204.014
                     377    29 Jan 2018 22:48:45.488    29 Jan 2018 22:52:05.971           200.483
                     378    30 Jan 2018 15:28:28.957    30 Jan 2018 15:32:11.725           222.768
                     379    30 Jan 2018 17:05:20.263    30 Jan 2018 17:08:27.063           186.800
                     380    30 Jan 2018 20:21:16.795    30 Jan 2018 20:21:46.498            29.702
                     381    30 Jan 2018 21:56:17.019    30 Jan 2018 22:00:31.865           254.846
                     382    31 Jan 2018 16:12:31.837    31 Jan 2018 16:16:43.859           252.022
                     383    31 Jan 2018 21:04:28.578    31 Jan 2018 21:07:52.775           204.197
                     384    31 Jan 2018 22:40:59.673    31 Jan 2018 22:44:19.859           200.186
                     385     1 Feb 2018 15:20:42.895     1 Feb 2018 15:24:25.869           222.974
                     386     1 Feb 2018 16:57:34.463     1 Feb 2018 17:00:41.046           186.583
                     387     1 Feb 2018 20:13:30.240     1 Feb 2018 20:14:01.266            31.026
                     388     1 Feb 2018 21:48:31.073     1 Feb 2018 21:52:45.935           254.863
                     389     2 Feb 2018 16:04:45.928     2 Feb 2018 16:08:57.900           251.972
                     390     2 Feb 2018 20:56:42.573     2 Feb 2018 21:00:06.953           204.380
                     391     2 Feb 2018 22:33:13.859     2 Feb 2018 22:36:33.744           199.885
                     392     3 Feb 2018 15:12:56.834     3 Feb 2018 15:16:40.014           223.179
                     393     3 Feb 2018 16:49:48.661     3 Feb 2018 16:52:55.029           186.368
                     394     3 Feb 2018 20:05:43.711     3 Feb 2018 20:06:16.011            32.299
                     395     3 Feb 2018 21:40:45.127     3 Feb 2018 21:45:00.006           254.879
                     396     4 Feb 2018 15:57:00.021     4 Feb 2018 16:01:11.941           251.921
                     397     4 Feb 2018 20:48:56.567     4 Feb 2018 20:52:21.131           204.563
                     398     4 Feb 2018 22:25:28.046     4 Feb 2018 22:28:47.632           199.586
                     399     5 Feb 2018 15:05:10.773     5 Feb 2018 15:08:54.156           223.383
                     400     5 Feb 2018 16:42:02.859     5 Feb 2018 16:45:09.012           186.153
                     401     5 Feb 2018 19:57:57.206     5 Feb 2018 19:58:30.729            33.523
                     402     5 Feb 2018 21:32:59.180     5 Feb 2018 21:37:14.076           254.896
                     403     6 Feb 2018 15:49:14.113     6 Feb 2018 15:53:25.982           251.869
                     404     6 Feb 2018 20:41:10.562     6 Feb 2018 20:44:35.308           204.746
                     405     6 Feb 2018 22:17:42.233     6 Feb 2018 22:21:01.517           199.284
                     406     7 Feb 2018 14:57:24.712     7 Feb 2018 15:01:08.298           223.586
                     407     7 Feb 2018 16:34:17.057     7 Feb 2018 16:37:22.994           185.936
                     408     7 Feb 2018 19:50:10.725     7 Feb 2018 19:50:45.424            34.700
                     409     7 Feb 2018 21:25:13.234     7 Feb 2018 21:29:28.145           254.911
                     410     8 Feb 2018 15:41:28.205     8 Feb 2018 15:45:40.022           251.817
                     411     8 Feb 2018 20:33:24.557     8 Feb 2018 20:36:49.485           204.928
                     412     8 Feb 2018 22:09:56.420     8 Feb 2018 22:13:15.401           198.981
                     413     9 Feb 2018 14:49:38.652     9 Feb 2018 14:53:22.439           223.788
                     414     9 Feb 2018 16:26:31.256     9 Feb 2018 16:29:36.976           185.719
                     415     9 Feb 2018 19:42:24.261     9 Feb 2018 19:43:00.100            35.839
                     416     9 Feb 2018 21:17:27.288     9 Feb 2018 21:21:42.215           254.927
                     417    10 Feb 2018 15:33:42.297    10 Feb 2018 15:37:54.063           251.766
                     418    10 Feb 2018 20:25:38.553    10 Feb 2018 20:29:03.662           205.109
                     419    10 Feb 2018 22:02:10.608    10 Feb 2018 22:05:29.285           198.676
                     420    11 Feb 2018 14:41:52.592    11 Feb 2018 14:45:36.583           223.992
                     421    11 Feb 2018 16:18:45.456    11 Feb 2018 16:21:50.958           185.502
                     422    11 Feb 2018 19:34:37.813    11 Feb 2018 19:35:14.756            36.943
                     423    11 Feb 2018 21:09:41.342    11 Feb 2018 21:13:56.284           254.942
                     424    12 Feb 2018 15:25:56.390    12 Feb 2018 15:30:08.104           251.714
                     425    12 Feb 2018 20:17:52.549    12 Feb 2018 20:21:17.839           205.290
                     426    12 Feb 2018 21:54:24.797    12 Feb 2018 21:57:43.168           198.371
                     427    13 Feb 2018 14:34:06.533    13 Feb 2018 14:37:50.725           224.192
                     428    13 Feb 2018 16:10:59.655    13 Feb 2018 16:14:04.940           185.285
                     429    13 Feb 2018 19:26:51.383    13 Feb 2018 19:27:29.400            38.017
                     430    13 Feb 2018 21:01:55.397    13 Feb 2018 21:06:10.354           254.957
                     431    14 Feb 2018 15:18:10.483    14 Feb 2018 15:22:22.144           251.662
                     432    14 Feb 2018 20:10:06.545    14 Feb 2018 20:13:32.016           205.471
                     433    14 Feb 2018 21:46:38.987    14 Feb 2018 21:49:57.052           198.065
                     434    15 Feb 2018 14:26:20.474    15 Feb 2018 14:30:04.866           224.391
                     435    15 Feb 2018 16:03:13.854    15 Feb 2018 16:06:18.922           185.067
                     436    15 Feb 2018 19:19:04.967    15 Feb 2018 19:19:44.030            39.063
                     437    15 Feb 2018 20:54:09.452    15 Feb 2018 20:58:24.423           254.971
                     438    16 Feb 2018 15:10:24.576    16 Feb 2018 15:14:36.185           251.609
                     439    16 Feb 2018 20:02:20.540    16 Feb 2018 20:05:46.193           205.652
                     440    16 Feb 2018 21:38:53.177    16 Feb 2018 21:42:10.934           197.758
                     441    17 Feb 2018 14:18:34.416    17 Feb 2018 14:22:19.006           224.590
                     442    17 Feb 2018 15:55:28.056    17 Feb 2018 15:58:32.904           184.847
                     443    17 Feb 2018 19:11:18.561    17 Feb 2018 19:11:58.649            40.088
                     444    17 Feb 2018 20:46:23.506    17 Feb 2018 20:50:38.491           254.985
                     445    18 Feb 2018 15:02:38.669    18 Feb 2018 15:06:50.225           251.556
                     446    18 Feb 2018 19:54:34.536    18 Feb 2018 19:58:00.369           205.833
                     447    18 Feb 2018 21:31:07.367    18 Feb 2018 21:34:24.816           197.448
                     448    19 Feb 2018 14:10:48.359    19 Feb 2018 14:14:33.146           224.787
                     449    19 Feb 2018 15:47:42.256    19 Feb 2018 15:50:46.885           184.630
                     450    19 Feb 2018 19:03:32.169    19 Feb 2018 19:04:13.257            41.088
                     451    19 Feb 2018 20:38:37.561    19 Feb 2018 20:42:52.559           254.999
                     452    20 Feb 2018 14:54:52.762    20 Feb 2018 14:59:04.265           251.503
                     453    20 Feb 2018 19:46:48.532    20 Feb 2018 19:50:14.545           206.014
                     454    20 Feb 2018 21:23:21.559    20 Feb 2018 21:26:38.696           197.138
                     455    21 Feb 2018 14:03:02.301    21 Feb 2018 14:06:47.286           224.985
                     456    21 Feb 2018 15:39:56.456    21 Feb 2018 15:43:00.866           184.411
                     457    21 Feb 2018 18:55:45.788    21 Feb 2018 18:56:27.848            42.060
                     458    21 Feb 2018 20:30:51.615    21 Feb 2018 20:35:06.627           255.012
                     459    22 Feb 2018 14:47:06.855    22 Feb 2018 14:51:18.302           251.447
                     460    22 Feb 2018 19:39:02.528    22 Feb 2018 19:42:28.721           206.193
                     461    22 Feb 2018 21:15:35.750    22 Feb 2018 21:18:52.576           196.826
                     462    23 Feb 2018 13:55:16.244    23 Feb 2018 13:59:01.425           225.181
                     463    23 Feb 2018 15:32:10.656    23 Feb 2018 15:35:14.847           184.191
                     464    23 Feb 2018 18:47:59.420    23 Feb 2018 18:48:42.428            43.008
                     465    23 Feb 2018 20:23:05.670    23 Feb 2018 20:27:20.695           255.024
                     466    24 Feb 2018 14:39:20.949    24 Feb 2018 14:43:32.342           251.392
                     467    24 Feb 2018 19:31:16.524    24 Feb 2018 19:34:42.898           206.374
                     468    24 Feb 2018 21:07:49.942    24 Feb 2018 21:11:06.456           196.513
                     469    25 Feb 2018 13:47:30.187    25 Feb 2018 13:51:15.564           225.377
                     470    25 Feb 2018 15:24:24.857    25 Feb 2018 15:27:28.828           183.971
                     471    25 Feb 2018 18:40:13.063    25 Feb 2018 18:40:56.997            43.933
                     472    25 Feb 2018 20:15:19.726    25 Feb 2018 20:19:34.762           255.037
                     473    26 Feb 2018 14:31:35.044    26 Feb 2018 14:35:46.381           251.338
                     474    26 Feb 2018 19:23:30.521    26 Feb 2018 19:26:57.074           206.553
                     475    26 Feb 2018 21:00:04.135    26 Feb 2018 21:03:20.330           196.195
                     476    27 Feb 2018 13:39:44.132    27 Feb 2018 13:43:29.705           225.573
                     477    27 Feb 2018 15:16:39.058    27 Feb 2018 15:19:42.809           183.751
                     478    27 Feb 2018 18:32:26.715    27 Feb 2018 18:33:11.556            44.840
                     479    27 Feb 2018 20:07:33.781    27 Feb 2018 20:11:48.830           255.049
                     480    28 Feb 2018 14:23:49.141    28 Feb 2018 14:28:00.421           251.280
                     481    28 Feb 2018 19:15:44.517    28 Feb 2018 19:19:11.249           206.732
                     482    28 Feb 2018 20:52:18.329    28 Feb 2018 20:55:34.208           195.879
                     483     1 Mar 2018 13:31:58.077     1 Mar 2018 13:35:43.839           225.763
                     484     1 Mar 2018 15:08:53.259     1 Mar 2018 15:11:56.790           183.531
                     485     1 Mar 2018 18:24:40.374     1 Mar 2018 18:25:26.109            45.736
                     486     1 Mar 2018 19:59:47.837     1 Mar 2018 20:04:02.897           255.060
                     487     2 Mar 2018 14:16:03.235     2 Mar 2018 14:20:14.461           251.226
                     488     2 Mar 2018 19:07:58.514     2 Mar 2018 19:11:25.425           206.911
                     489     2 Mar 2018 20:44:32.523     2 Mar 2018 20:47:48.085           195.562
                     490     3 Mar 2018 13:24:12.022     3 Mar 2018 13:27:57.977           225.955
                     491     3 Mar 2018 15:01:07.462     3 Mar 2018 15:04:10.768           183.306
                     492     3 Mar 2018 18:16:54.039     3 Mar 2018 18:17:40.658            46.619
                     493     3 Mar 2018 19:52:01.893     3 Mar 2018 19:56:16.964           255.071
                     494     4 Mar 2018 14:08:17.330     4 Mar 2018 14:12:28.502           251.172
                     495     4 Mar 2018 19:00:12.510     4 Mar 2018 19:03:39.600           207.090
                     496     4 Mar 2018 20:36:46.718     4 Mar 2018 20:40:01.961           195.243
                     497     5 Mar 2018 13:16:25.967     5 Mar 2018 13:20:12.118           226.152
                     498     5 Mar 2018 14:53:21.663     5 Mar 2018 14:56:24.749           183.086
                     499     5 Mar 2018 18:09:07.717     5 Mar 2018 18:09:55.195            47.478
                     500     5 Mar 2018 19:44:15.948     5 Mar 2018 19:48:31.030           255.082
                     501     6 Mar 2018 14:00:31.425     6 Mar 2018 14:04:42.541           251.116
                     502     6 Mar 2018 18:52:26.507     6 Mar 2018 18:55:53.774           207.267
                     503     6 Mar 2018 20:29:00.913     6 Mar 2018 20:32:15.836           194.923
                     504     7 Mar 2018 13:08:39.912     7 Mar 2018 13:12:26.251           226.339
                     505     7 Mar 2018 14:45:35.865     7 Mar 2018 14:48:38.730           182.865
                     506     7 Mar 2018 18:01:21.400     7 Mar 2018 18:02:09.723            48.323
                     507     7 Mar 2018 19:36:30.004     7 Mar 2018 19:40:45.096           255.093
                     508     8 Mar 2018 13:52:45.518     8 Mar 2018 13:56:56.579           251.061
                     509     8 Mar 2018 18:44:40.503     8 Mar 2018 18:48:07.948           207.445
                     510     8 Mar 2018 20:21:15.109     8 Mar 2018 20:24:29.711           194.602
                     511     9 Mar 2018 13:00:53.858     9 Mar 2018 13:04:40.387           226.529
                     512     9 Mar 2018 14:37:50.067     9 Mar 2018 14:40:52.709           182.642
                     513     9 Mar 2018 17:53:35.089     9 Mar 2018 17:54:24.244            49.155
                     514     9 Mar 2018 19:28:44.060     9 Mar 2018 19:32:59.162           255.103
                     515    10 Mar 2018 13:44:59.617    10 Mar 2018 13:49:10.618           251.001
                     516    10 Mar 2018 18:36:54.498    10 Mar 2018 18:40:22.122           207.624
                     517    10 Mar 2018 20:13:29.306    10 Mar 2018 20:16:43.585           194.280
                     518    11 Mar 2018 12:53:07.805    11 Mar 2018 12:56:54.526           226.721
                     519    11 Mar 2018 14:30:04.268    11 Mar 2018 14:33:06.688           182.420
                     520    11 Mar 2018 17:45:48.789    11 Mar 2018 17:46:38.758            49.969
                     521    11 Mar 2018 19:20:58.116    11 Mar 2018 19:25:13.228           255.112
                     522    12 Mar 2018 13:37:13.710    12 Mar 2018 13:41:24.657           250.947
                     523    12 Mar 2018 18:29:08.495    12 Mar 2018 18:32:36.296           207.801
                     524    12 Mar 2018 20:05:43.503    12 Mar 2018 20:08:57.459           193.956
                     525    13 Mar 2018 12:45:21.752    13 Mar 2018 12:49:08.665           226.913
                     526    13 Mar 2018 14:22:18.471    13 Mar 2018 14:25:20.668           182.197
                     527    13 Mar 2018 17:38:02.493    13 Mar 2018 17:38:53.267            50.774
                     528    13 Mar 2018 19:13:12.172    13 Mar 2018 19:17:27.294           255.121
                     529    14 Mar 2018 13:29:27.807    14 Mar 2018 13:33:38.696           250.889
                     530    14 Mar 2018 18:21:22.493    14 Mar 2018 18:24:50.470           207.978
                     531    14 Mar 2018 19:57:57.701    14 Mar 2018 20:01:11.332           193.630
                     532    15 Mar 2018 12:37:35.700    15 Mar 2018 12:41:22.801           227.101
                     533    15 Mar 2018 14:14:32.674    15 Mar 2018 14:17:34.648           181.974
                     534    15 Mar 2018 17:30:16.200    15 Mar 2018 17:31:07.771            51.571
                     535    15 Mar 2018 19:05:26.229    15 Mar 2018 19:09:41.359           255.130
                     536    16 Mar 2018 13:21:41.906    16 Mar 2018 13:25:52.735           250.829
                     537    16 Mar 2018 18:13:36.490    16 Mar 2018 18:17:04.644           208.154
                     538    16 Mar 2018 19:50:11.897    16 Mar 2018 19:53:25.203           193.306
                     539    17 Mar 2018 12:29:49.648    17 Mar 2018 12:33:36.937           227.288
                     540    17 Mar 2018 14:06:46.876    17 Mar 2018 14:09:48.628           181.751
                     541    17 Mar 2018 17:22:29.910    17 Mar 2018 17:23:22.270            52.359
                     542    17 Mar 2018 18:57:40.285    17 Mar 2018 19:01:55.424           255.139
                     543    18 Mar 2018 13:13:55.999    18 Mar 2018 13:18:06.773           250.773
                     544    18 Mar 2018 18:05:50.487    18 Mar 2018 18:09:18.814           208.327
                     545    18 Mar 2018 19:42:26.096    18 Mar 2018 19:45:39.074           192.977
                     546    19 Mar 2018 12:22:03.597    19 Mar 2018 12:25:51.072           227.475
                     547    19 Mar 2018 13:59:01.080    19 Mar 2018 14:02:02.605           181.526
                     548    19 Mar 2018 17:14:43.629    19 Mar 2018 17:15:36.764            53.136
                     549    19 Mar 2018 18:49:54.342    19 Mar 2018 18:54:09.489           255.147
                     550    20 Mar 2018 13:06:10.096    20 Mar 2018 13:10:20.811           250.715
                     551    20 Mar 2018 17:58:04.484    20 Mar 2018 18:01:32.988           208.504
                     552    20 Mar 2018 19:34:40.296    20 Mar 2018 19:37:52.941           192.645
                     553    21 Mar 2018 12:14:17.545    21 Mar 2018 12:18:05.206           227.661
                     554    21 Mar 2018 13:51:15.283    21 Mar 2018 13:54:16.585           181.302
                     555    21 Mar 2018 17:06:57.357    21 Mar 2018 17:07:51.250            53.893
                     556    21 Mar 2018 18:42:08.399    21 Mar 2018 18:46:23.553           255.154
                     557    22 Mar 2018 12:58:24.193    22 Mar 2018 13:02:34.848           250.656
                     558    22 Mar 2018 17:50:18.482    22 Mar 2018 17:53:47.159           208.677
                     559    22 Mar 2018 19:26:54.496    22 Mar 2018 19:30:06.811           192.314
                     560    23 Mar 2018 12:06:31.494    23 Mar 2018 12:10:19.341           227.846
                     561    23 Mar 2018 13:43:29.487    23 Mar 2018 13:46:30.562           181.075
                     562    23 Mar 2018 16:59:11.091    23 Mar 2018 17:00:05.728            54.638
                     563    23 Mar 2018 18:34:22.455    23 Mar 2018 18:38:37.617           255.162
                     564    24 Mar 2018 12:50:38.290    24 Mar 2018 12:54:48.886           250.596
                     565    24 Mar 2018 17:42:32.480    24 Mar 2018 17:46:01.333           208.853
                     566    24 Mar 2018 19:19:08.697    24 Mar 2018 19:22:20.680           191.982
                     567    25 Mar 2018 11:58:45.444    25 Mar 2018 12:02:33.475           228.031
                     568    25 Mar 2018 13:35:43.692    25 Mar 2018 13:38:44.542           180.850
                     569    25 Mar 2018 16:51:24.827    25 Mar 2018 16:52:20.203            55.376
                     570    25 Mar 2018 18:26:36.513    25 Mar 2018 18:30:51.681           255.168
                     571    26 Mar 2018 12:42:52.388    26 Mar 2018 12:47:02.924           250.536
                     572    26 Mar 2018 17:34:46.478    26 Mar 2018 17:38:15.504           209.026
                     573    26 Mar 2018 19:11:22.899    26 Mar 2018 19:14:34.548           191.649
                     574    27 Mar 2018 11:50:59.395    27 Mar 2018 11:54:47.609           228.214
                     575    27 Mar 2018 13:27:57.897    27 Mar 2018 13:30:58.521           180.624
                     576    27 Mar 2018 16:43:38.569    27 Mar 2018 16:44:34.674            56.105
                     577    27 Mar 2018 18:18:50.570    27 Mar 2018 18:23:05.745           255.175
                     578    28 Mar 2018 12:35:06.491    28 Mar 2018 12:39:16.962           250.472
                     579    28 Mar 2018 17:27:00.476    28 Mar 2018 17:30:29.676           209.200
                     580    28 Mar 2018 19:03:37.102    28 Mar 2018 19:06:48.416           191.314
                     581    29 Mar 2018 11:43:13.346    29 Mar 2018 11:47:01.738           228.392
                     582    29 Mar 2018 13:20:12.101    29 Mar 2018 13:23:12.499           180.397
                     583    29 Mar 2018 16:35:52.311    29 Mar 2018 16:36:49.141            56.830
                     584    29 Mar 2018 18:11:04.628    29 Mar 2018 18:15:19.809           255.181
                     585    30 Mar 2018 12:27:20.584    30 Mar 2018 12:31:31.000           250.416
                     586    30 Mar 2018 17:19:14.474    30 Mar 2018 17:22:43.853           209.378
                     587    30 Mar 2018 18:55:51.306    30 Mar 2018 18:59:02.282           190.977
                     588    31 Mar 2018 11:35:27.297    31 Mar 2018 11:39:15.873           228.576
                     589    31 Mar 2018 13:12:26.306    31 Mar 2018 13:15:26.479           180.173
                     590    31 Mar 2018 16:28:06.059    31 Mar 2018 16:29:03.604            57.545
                     591    31 Mar 2018 18:03:18.685    31 Mar 2018 18:07:33.872           255.186
                     592     1 Apr 2018 12:19:34.682     1 Apr 2018 12:23:45.037           250.355
                     593     1 Apr 2018 17:11:28.472     1 Apr 2018 17:14:58.024           209.552
                     594     1 Apr 2018 18:48:05.510     1 Apr 2018 18:51:16.147           190.637
                     595     2 Apr 2018 11:27:41.248     2 Apr 2018 11:31:30.006           228.758
                     596     2 Apr 2018 13:04:40.511     2 Apr 2018 13:07:40.455           179.944
                     597     2 Apr 2018 16:20:19.808     2 Apr 2018 16:21:18.062            58.254
                     598     2 Apr 2018 17:55:32.743     2 Apr 2018 17:59:47.934           255.192
                     599     3 Apr 2018 12:11:48.784     3 Apr 2018 12:15:59.074           250.290
                     600     3 Apr 2018 17:03:42.470     3 Apr 2018 17:07:12.191           209.721
                     601     3 Apr 2018 18:40:19.715     3 Apr 2018 18:43:30.012           190.297
                     602     4 Apr 2018 11:19:55.200     4 Apr 2018 11:23:44.137           228.937
                     603     4 Apr 2018 12:56:54.717     4 Apr 2018 12:59:54.432           179.716
                     604     4 Apr 2018 16:12:33.567     4 Apr 2018 16:13:32.515            58.948
                     605     4 Apr 2018 17:47:46.800     4 Apr 2018 17:52:01.997           255.196
                     606     5 Apr 2018 12:04:02.882     5 Apr 2018 12:08:13.111           250.229
                     607     5 Apr 2018 16:55:56.469     5 Apr 2018 16:59:26.367           209.898
                     608     5 Apr 2018 18:32:33.920     5 Apr 2018 18:35:43.876           189.957
                     609     6 Apr 2018 11:12:09.152     6 Apr 2018 11:15:58.270           229.118
                     610     6 Apr 2018 12:49:08.923     6 Apr 2018 12:52:08.412           179.490
                     611     6 Apr 2018 16:04:47.331     6 Apr 2018 16:05:46.963            59.633
                     612     6 Apr 2018 17:40:00.858     6 Apr 2018 17:44:16.059           255.201
                     613     7 Apr 2018 11:56:16.981     7 Apr 2018 12:00:27.148           250.167
                     614     7 Apr 2018 16:48:10.468     7 Apr 2018 16:51:40.534           210.066
                     615     7 Apr 2018 18:24:48.125     7 Apr 2018 18:27:57.737           189.612
                     616     8 Apr 2018 11:04:23.105     8 Apr 2018 11:08:12.402           229.297
                     617     8 Apr 2018 12:41:23.129     8 Apr 2018 12:44:22.386           179.257
                     618     8 Apr 2018 15:57:01.098     8 Apr 2018 15:58:01.408            60.310
                     619     8 Apr 2018 17:32:14.917     8 Apr 2018 17:36:30.121           255.205
                     620     9 Apr 2018 11:48:31.080     9 Apr 2018 11:52:41.185           250.105
                     621     9 Apr 2018 16:40:24.467     9 Apr 2018 16:43:54.706           210.239
                     622     9 Apr 2018 18:17:02.332     9 Apr 2018 18:20:11.600           189.268
                     623    10 Apr 2018 10:56:37.058    10 Apr 2018 11:00:26.533           229.474
                     624    10 Apr 2018 12:33:37.335    10 Apr 2018 12:36:36.363           179.028
                     625    10 Apr 2018 15:49:14.863    10 Apr 2018 15:50:15.851            60.987
                     626    10 Apr 2018 17:24:28.975    10 Apr 2018 17:28:44.184           255.208
                     627    11 Apr 2018 11:40:45.176    11 Apr 2018 11:44:55.222           250.046
                     628    11 Apr 2018 16:32:38.465    11 Apr 2018 16:36:08.877           210.411
                     629    11 Apr 2018 18:09:16.540    11 Apr 2018 18:12:25.462           188.923
                     630    12 Apr 2018 10:48:51.012    12 Apr 2018 10:52:40.663           229.651
                     631    12 Apr 2018 12:25:51.542    12 Apr 2018 12:28:50.341           178.799
                     632    12 Apr 2018 15:41:28.638    12 Apr 2018 15:42:30.290            61.652
                     633    12 Apr 2018 17:16:43.034    12 Apr 2018 17:20:58.245           255.212
                     634    13 Apr 2018 11:32:59.278    13 Apr 2018 11:37:09.258           249.980
                     635    13 Apr 2018 16:24:52.464    13 Apr 2018 16:28:23.048           210.583
                     636    13 Apr 2018 18:01:30.748    13 Apr 2018 18:04:39.323           188.576
                     637    14 Apr 2018 10:41:04.967    14 Apr 2018 10:44:54.796           229.829
                     638    14 Apr 2018 12:18:05.748    14 Apr 2018 12:21:04.318           178.570
                     639    14 Apr 2018 15:33:42.414    14 Apr 2018 15:34:44.726            62.313
                     640    14 Apr 2018 17:08:57.092    14 Apr 2018 17:13:12.307           255.214
                     641    15 Apr 2018 11:25:13.375    15 Apr 2018 11:29:23.295           249.920
                     642    15 Apr 2018 16:17:06.463    15 Apr 2018 16:20:37.216           210.753
                     643    15 Apr 2018 17:53:44.957    15 Apr 2018 17:56:53.183           188.227
                     644    16 Apr 2018 10:33:18.921    16 Apr 2018 10:37:08.926           230.005
                     645    16 Apr 2018 12:10:19.955    16 Apr 2018 12:13:18.294           178.339
                     646    16 Apr 2018 15:25:56.190    16 Apr 2018 15:26:59.158            62.968
