                                                                              30 Sep 2017 19:26:05
 AGI Educational Alliance Partner
Place-Ames-Sensor-Ames_Ground_Station-To-Satellite-CySat1:  Access Summary Report


Ames_Ground_Station-To-CySat1
-----------------------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                     987    23 Jul 2018 04:12:43.214    23 Jul 2018 04:16:40.937           237.723
                     988    23 Jul 2018 05:49:56.424    23 Jul 2018 05:52:42.946           166.522
                     989    23 Jul 2018 09:05:14.052    23 Jul 2018 09:06:43.531            89.479
                     990    23 Jul 2018 10:40:40.223    23 Jul 2018 10:44:55.050           254.827
                     991    24 Jul 2018 04:56:58.653    24 Jul 2018 05:01:04.967           246.314
                     992    24 Jul 2018 09:48:46.572    24 Jul 2018 09:52:25.462           218.890
                     993    24 Jul 2018 11:25:36.403    24 Jul 2018 11:28:25.040           168.638
                     994    25 Jul 2018 04:04:57.189    25 Jul 2018 04:08:55.056           237.867
                     995    25 Jul 2018 05:42:10.645    25 Jul 2018 05:44:56.914           166.269
                     996    25 Jul 2018 08:57:27.924    25 Jul 2018 08:58:57.867            89.942
                     997    25 Jul 2018 10:32:54.290    25 Jul 2018 10:37:09.098           254.808
                     998    26 Jul 2018 04:49:12.764    26 Jul 2018 04:53:18.998           246.234
                     999    26 Jul 2018 09:41:00.578    26 Jul 2018 09:44:39.621           219.044
                    1000    26 Jul 2018 11:17:50.654    26 Jul 2018 11:20:38.852           168.198
                    1001    27 Jul 2018 03:57:11.165    27 Jul 2018 04:01:09.171           238.006
                    1002    27 Jul 2018 05:34:24.866    27 Jul 2018 05:37:10.882           166.017
                    1003    27 Jul 2018 08:49:41.797    27 Jul 2018 08:51:12.201            90.404
                    1004    27 Jul 2018 10:25:08.357    27 Jul 2018 10:29:23.146           254.789
                    1005    28 Jul 2018 04:41:26.876    28 Jul 2018 04:45:33.029           246.153
                    1006    28 Jul 2018 09:33:14.583    28 Jul 2018 09:36:53.781           219.198
                    1007    28 Jul 2018 11:10:04.908    28 Jul 2018 11:12:52.665           167.757
                    1008    29 Jul 2018 03:49:25.141    29 Jul 2018 03:53:23.286           238.144
                    1009    29 Jul 2018 05:26:39.086    29 Jul 2018 05:29:24.851           165.764
                    1010    29 Jul 2018 08:41:55.671    29 Jul 2018 08:43:26.535            90.865
                    1011    29 Jul 2018 10:17:22.424    29 Jul 2018 10:21:37.194           254.770
                    1012    30 Jul 2018 04:33:40.988    30 Jul 2018 04:37:47.059           246.072
                    1013    30 Jul 2018 09:25:28.589    30 Jul 2018 09:29:07.943           219.354
                    1014    30 Jul 2018 11:02:19.163    30 Jul 2018 11:05:06.472           167.309
                    1015    31 Jul 2018 03:41:39.118    31 Jul 2018 03:45:37.400           238.282
                    1016    31 Jul 2018 05:18:53.303    31 Jul 2018 05:21:38.819           165.516
                    1017    31 Jul 2018 08:34:09.545    31 Jul 2018 08:35:40.869            91.324
                    1018    31 Jul 2018 10:09:36.494    31 Jul 2018 10:13:51.242           254.747
                    1019     1 Aug 2018 04:25:55.099     1 Aug 2018 04:30:01.090           245.990
                    1020     1 Aug 2018 09:17:42.594     1 Aug 2018 09:21:22.102           219.508
                    1021     1 Aug 2018 10:54:33.416     1 Aug 2018 10:57:20.280           166.864
                    1022     2 Aug 2018 03:33:53.095     2 Aug 2018 03:37:51.514           238.419
                    1023     2 Aug 2018 05:11:07.524     2 Aug 2018 05:13:52.787           165.262
                    1024     2 Aug 2018 08:26:23.419     2 Aug 2018 08:27:55.201            91.782
                    1025     2 Aug 2018 10:01:50.562     2 Aug 2018 10:06:05.289           254.727
                    1026     3 Aug 2018 04:18:09.211     3 Aug 2018 04:22:15.120           245.908
                    1027     3 Aug 2018 09:09:56.599     3 Aug 2018 09:13:36.261           219.662
                    1028     3 Aug 2018 10:46:47.672     3 Aug 2018 10:49:34.086           166.414
                    1029     4 Aug 2018 03:26:07.072     4 Aug 2018 03:30:05.627           238.555
                    1030     4 Aug 2018 05:03:21.749     4 Aug 2018 05:06:06.754           165.005
                    1031     4 Aug 2018 08:18:37.295     4 Aug 2018 08:20:09.532            92.237
                    1032     4 Aug 2018 09:54:04.629     4 Aug 2018 09:58:19.336           254.707
                    1033     5 Aug 2018 04:10:23.323     5 Aug 2018 04:14:29.149           245.826
                    1034     5 Aug 2018 09:02:10.605     5 Aug 2018 09:05:50.419           219.815
                    1035     5 Aug 2018 10:39:01.929     5 Aug 2018 10:41:47.891           165.962
                    1036     6 Aug 2018 03:18:21.049     6 Aug 2018 03:22:19.740           238.691
                    1037     6 Aug 2018 04:55:35.967     6 Aug 2018 04:58:20.721           164.753
                    1038     6 Aug 2018 08:10:51.173     6 Aug 2018 08:12:23.860            92.687
                    1039     6 Aug 2018 09:46:18.696     6 Aug 2018 09:50:33.382           254.686
                    1040     7 Aug 2018 04:02:37.436     7 Aug 2018 04:06:43.179           245.743
                    1041     7 Aug 2018 08:54:24.611     7 Aug 2018 08:58:04.577           219.967
                    1042     7 Aug 2018 10:31:16.187     7 Aug 2018 10:34:01.696           165.508
                    1043     8 Aug 2018 03:10:35.027     8 Aug 2018 03:14:33.854           238.827
                    1044     8 Aug 2018 04:47:50.194     8 Aug 2018 04:50:34.687           164.494
                    1045     8 Aug 2018 08:03:05.052     8 Aug 2018 08:04:38.188            93.135
                    1046     8 Aug 2018 09:38:32.764     8 Aug 2018 09:42:47.429           254.665
                    1047     9 Aug 2018 03:54:51.549     9 Aug 2018 03:58:57.209           245.660
                    1048     9 Aug 2018 08:46:38.617     9 Aug 2018 08:50:18.736           220.119
                    1049     9 Aug 2018 10:23:30.451     9 Aug 2018 10:26:15.500           165.049
                    1050    10 Aug 2018 03:02:49.006    10 Aug 2018 03:06:47.967           238.961
                    1051    10 Aug 2018 04:40:04.416    10 Aug 2018 04:42:48.654           164.238
                    1052    10 Aug 2018 07:55:18.933    10 Aug 2018 07:56:52.514            93.582
                    1053    10 Aug 2018 09:30:46.832    10 Aug 2018 09:35:01.475           254.643
                    1054    11 Aug 2018 03:47:05.662    11 Aug 2018 03:51:11.239           245.577
                    1055    11 Aug 2018 08:38:52.623    11 Aug 2018 08:42:32.894           220.271
                    1056    11 Aug 2018 10:15:44.713    11 Aug 2018 10:18:29.302           164.590
                    1057    12 Aug 2018 02:55:02.985    12 Aug 2018 02:59:02.079           239.094
                    1058    12 Aug 2018 04:32:18.639    12 Aug 2018 04:35:02.621           163.982
                    1059    12 Aug 2018 07:47:32.813    12 Aug 2018 07:49:06.841            94.028
                    1060    12 Aug 2018 09:23:00.901    12 Aug 2018 09:27:15.521           254.621
                    1061    13 Aug 2018 03:39:19.775    13 Aug 2018 03:43:25.269           245.493
                    1062    13 Aug 2018 08:31:06.630    13 Aug 2018 08:34:47.052           220.423
                    1063    13 Aug 2018 10:07:58.975    13 Aug 2018 10:10:43.103           164.129
                    1064    14 Aug 2018 02:47:16.964    14 Aug 2018 02:51:16.192           239.228
                    1065    14 Aug 2018 04:24:32.858    14 Aug 2018 04:27:16.588           163.730
                    1066    14 Aug 2018 07:39:46.694    14 Aug 2018 07:41:21.167            94.474
                    1067    14 Aug 2018 09:15:14.969    14 Aug 2018 09:19:29.567           254.598
                    1068    15 Aug 2018 03:31:33.889    15 Aug 2018 03:35:39.298           245.409
                    1069    15 Aug 2018 08:23:20.635    15 Aug 2018 08:27:01.210           220.574
                    1070    15 Aug 2018 10:00:13.234    15 Aug 2018 10:02:56.900           163.666
                    1071    16 Aug 2018 02:39:30.944    16 Aug 2018 02:43:30.304           239.361
                    1072    16 Aug 2018 04:16:47.084    16 Aug 2018 04:19:30.554           163.470
                    1073    16 Aug 2018 07:32:00.575    16 Aug 2018 07:33:35.492            94.917
                    1074    16 Aug 2018 09:07:29.037    16 Aug 2018 09:11:43.612           254.575
                    1075    17 Aug 2018 03:23:48.002    17 Aug 2018 03:27:53.327           245.325
                    1076    17 Aug 2018 08:15:34.642    17 Aug 2018 08:19:15.367           220.725
                    1077    17 Aug 2018 09:52:27.498    17 Aug 2018 09:55:10.699           163.200
                    1078    18 Aug 2018 02:31:44.923    18 Aug 2018 02:35:44.416           239.493
                    1079    18 Aug 2018 04:09:01.304    18 Aug 2018 04:11:44.520           163.216
                    1080    18 Aug 2018 07:24:14.458    18 Aug 2018 07:25:49.815            95.357
                    1081    18 Aug 2018 08:59:43.106    18 Aug 2018 09:03:57.657           254.551
                    1082    19 Aug 2018 03:16:02.116    19 Aug 2018 03:20:07.356           245.240
                    1083    19 Aug 2018 08:07:48.648    19 Aug 2018 08:11:29.524           220.876
                    1084    19 Aug 2018 09:44:41.763    19 Aug 2018 09:47:24.496           162.733
                    1085    20 Aug 2018 02:23:58.903    20 Aug 2018 02:27:58.527           239.624
                    1086    20 Aug 2018 04:01:15.528    20 Aug 2018 04:03:58.485           162.957
                    1087    20 Aug 2018 07:16:28.343    20 Aug 2018 07:18:04.137            95.794
                    1088    20 Aug 2018 08:51:57.174    20 Aug 2018 08:56:11.702           254.527
                    1089    21 Aug 2018 03:08:16.230    21 Aug 2018 03:12:21.385           245.155
                    1090    21 Aug 2018 08:00:02.655    21 Aug 2018 08:03:43.681           221.026
                    1091    21 Aug 2018 09:36:56.030    21 Aug 2018 09:39:38.291           162.261
                    1092    22 Aug 2018 02:16:12.884    22 Aug 2018 02:20:12.639           239.756
                    1093    22 Aug 2018 03:53:29.752    22 Aug 2018 03:56:12.451           162.699
                    1094    22 Aug 2018 07:08:42.228    22 Aug 2018 07:10:18.457            96.229
                    1095    22 Aug 2018 08:44:11.243    22 Aug 2018 08:48:25.746           254.503
                    1096    23 Aug 2018 03:00:30.344    23 Aug 2018 03:04:35.414           245.070
                    1097    23 Aug 2018 07:52:16.662    23 Aug 2018 07:55:57.838           221.176
                    1098    23 Aug 2018 09:29:10.297    23 Aug 2018 09:31:52.087           161.790
                    1099    24 Aug 2018 02:08:26.865    24 Aug 2018 02:12:26.750           239.885
                    1100    24 Aug 2018 03:45:43.977    24 Aug 2018 03:48:26.416           162.440
                    1101    24 Aug 2018 07:00:56.114    24 Aug 2018 07:02:32.778            96.664
                    1102    24 Aug 2018 08:36:25.313    24 Aug 2018 08:40:39.791           254.478
                    1103    25 Aug 2018 02:52:44.459    25 Aug 2018 02:56:49.443           244.984
                    1104    25 Aug 2018 07:44:30.668    25 Aug 2018 07:48:11.995           221.326
                    1105    25 Aug 2018 09:21:24.566    25 Aug 2018 09:24:05.880           161.314
                    1106    26 Aug 2018 02:00:40.847    26 Aug 2018 02:04:40.861           240.014
                    1107    26 Aug 2018 03:37:58.205    26 Aug 2018 03:40:40.382           162.177
                    1108    26 Aug 2018 06:53:10.000    26 Aug 2018 06:54:47.098            97.097
                    1109    26 Aug 2018 08:28:39.382    26 Aug 2018 08:32:53.835           254.453
                    1110    27 Aug 2018 02:44:58.573    27 Aug 2018 02:49:03.472           244.898
                    1111    27 Aug 2018 07:36:44.675    27 Aug 2018 07:40:26.151           221.476
                    1112    27 Aug 2018 09:13:38.837    27 Aug 2018 09:16:19.672           160.835
                    1113    28 Aug 2018 01:52:54.828    28 Aug 2018 01:56:54.971           240.142
                    1114    28 Aug 2018 03:30:12.425    28 Aug 2018 03:32:54.347           161.922
                    1115    28 Aug 2018 06:45:23.887    28 Aug 2018 06:47:01.417            97.530
                    1116    28 Aug 2018 08:20:53.452    28 Aug 2018 08:25:07.879           254.427
                    1117    29 Aug 2018 02:37:12.688    29 Aug 2018 02:41:17.500           244.812
                    1118    29 Aug 2018 07:28:58.682    29 Aug 2018 07:32:40.307           221.625
                    1119    29 Aug 2018 09:05:53.109    29 Aug 2018 09:08:33.461           160.352
                    1120    30 Aug 2018 01:45:08.810    30 Aug 2018 01:49:09.083           240.273
                    1121    30 Aug 2018 03:22:26.650    30 Aug 2018 03:25:08.312           161.662
                    1122    30 Aug 2018 06:37:37.774    30 Aug 2018 06:39:15.735            97.961
                    1123    30 Aug 2018 08:13:07.521    30 Aug 2018 08:17:21.922           254.401
                    1124    31 Aug 2018 02:29:26.803    31 Aug 2018 02:33:31.526           244.723
                    1125    31 Aug 2018 07:21:12.689    31 Aug 2018 07:24:54.463           221.775
                    1126    31 Aug 2018 08:58:07.383    31 Aug 2018 09:00:47.253           159.870
                    1127     1 Sep 2018 01:37:22.792     1 Sep 2018 01:41:23.193           240.400
                    1128     1 Sep 2018 03:14:40.876     1 Sep 2018 03:17:22.277           161.401
                    1129     1 Sep 2018 06:29:51.663     1 Sep 2018 06:31:30.051            98.388
                    1130     1 Sep 2018 08:05:21.591     1 Sep 2018 08:09:35.965           254.374
                    1131     2 Sep 2018 02:21:40.918     2 Sep 2018 02:25:45.554           244.636
                    1132     2 Sep 2018 07:13:26.696     2 Sep 2018 07:17:08.619           221.923
                    1133     2 Sep 2018 08:50:21.656     2 Sep 2018 08:53:01.041           159.385
                    1134     3 Sep 2018 01:29:36.775     3 Sep 2018 01:33:37.302           240.527
                    1135     3 Sep 2018 03:06:55.102     3 Sep 2018 03:09:36.240           161.139
                    1136     3 Sep 2018 06:22:05.554     3 Sep 2018 06:23:44.366            98.813
                    1137     3 Sep 2018 07:57:35.660     3 Sep 2018 08:01:50.007           254.347
                    1138     4 Sep 2018 02:13:55.033     4 Sep 2018 02:17:59.583           244.549
                    1139     4 Sep 2018 07:05:40.703     4 Sep 2018 07:09:22.774           222.071
                    1140     4 Sep 2018 08:42:35.930     4 Sep 2018 08:45:14.824           158.894
                    1141     5 Sep 2018 01:21:50.758     5 Sep 2018 01:25:51.411           240.653
                    1142     5 Sep 2018 02:59:09.328     5 Sep 2018 03:01:50.204           160.876
                    1143     5 Sep 2018 06:14:19.445     5 Sep 2018 06:15:58.680            99.235
                    1144     5 Sep 2018 07:49:49.731     5 Sep 2018 07:54:04.050           254.319
                    1145     6 Sep 2018 02:06:09.149     6 Sep 2018 02:10:13.611           244.462
                    1146     6 Sep 2018 06:57:54.711     6 Sep 2018 07:01:36.929           222.218
                    1147     6 Sep 2018 08:34:50.206     6 Sep 2018 08:37:28.611           158.405
                    1148     7 Sep 2018 01:14:04.742     7 Sep 2018 01:18:05.521           240.779
                    1149     7 Sep 2018 02:51:23.555     7 Sep 2018 02:54:04.168           160.614
                    1150     7 Sep 2018 06:06:33.338     7 Sep 2018 06:08:12.994            99.656
                    1151     7 Sep 2018 07:42:03.801     7 Sep 2018 07:46:18.093           254.291
                    1152     8 Sep 2018 01:58:23.265     8 Sep 2018 02:02:27.640           244.374
                    1153     8 Sep 2018 06:50:08.719     8 Sep 2018 06:53:51.085           222.366
                    1154     8 Sep 2018 08:27:04.483     8 Sep 2018 08:29:42.394           157.911
                    1155     9 Sep 2018 01:06:18.726     9 Sep 2018 01:10:19.630           240.904
                    1156     9 Sep 2018 02:43:37.781     9 Sep 2018 02:46:18.133           160.351
                    1157     9 Sep 2018 05:58:47.230     9 Sep 2018 06:00:27.308           100.078
                    1158     9 Sep 2018 07:34:17.872     9 Sep 2018 07:38:32.135           254.263
                    1159    10 Sep 2018 01:50:37.382    10 Sep 2018 01:54:41.668           244.287
                    1160    10 Sep 2018 06:42:22.726    10 Sep 2018 06:46:05.240           222.514
                    1161    10 Sep 2018 08:19:18.762    10 Sep 2018 08:21:56.175           157.413
                    1162    11 Sep 2018 00:58:32.708    11 Sep 2018 01:02:33.738           241.030
                    1163    11 Sep 2018 02:35:52.008    11 Sep 2018 02:38:32.097           160.089
                    1164    11 Sep 2018 05:51:01.122    11 Sep 2018 05:52:41.621           100.499
                    1165    11 Sep 2018 07:26:31.942    11 Sep 2018 07:30:46.176           254.234
                    1166    12 Sep 2018 01:42:51.498    12 Sep 2018 01:46:55.696           244.199
                    1167    12 Sep 2018 06:34:36.734    12 Sep 2018 06:38:19.397           222.663
                    1168    12 Sep 2018 08:11:33.042    12 Sep 2018 08:14:09.959           156.917
                    1169    13 Sep 2018 00:50:46.692    13 Sep 2018 00:54:47.846           241.154
                    1170    13 Sep 2018 02:28:06.235    13 Sep 2018 02:30:46.060           159.825
                    1171    13 Sep 2018 05:43:15.015    13 Sep 2018 05:44:55.932           100.917
                    1172    13 Sep 2018 07:18:46.013    13 Sep 2018 07:23:00.218           254.205
                    1173    14 Sep 2018 01:35:05.614    14 Sep 2018 01:39:09.723           244.109
                    1174    14 Sep 2018 06:26:50.741    14 Sep 2018 06:30:33.551           222.810
                    1175    14 Sep 2018 08:03:47.323    14 Sep 2018 08:06:23.738           156.415
                    1176    15 Sep 2018 00:43:00.677    15 Sep 2018 00:47:01.954           241.277
                    1177    15 Sep 2018 02:20:20.463    15 Sep 2018 02:23:00.022           159.560
                    1178    15 Sep 2018 05:35:28.910    15 Sep 2018 05:37:10.242           101.332
                    1179    15 Sep 2018 07:11:00.084    15 Sep 2018 07:15:14.259           254.175
                    1180    16 Sep 2018 01:27:19.727    16 Sep 2018 01:31:23.750           244.023
                    1181    16 Sep 2018 06:19:04.749    16 Sep 2018 06:22:47.705           222.956
                    1182    16 Sep 2018 07:56:01.605    16 Sep 2018 07:58:37.517           155.911
                    1183    17 Sep 2018 00:35:14.662    17 Sep 2018 00:39:16.064           241.402
                    1184    17 Sep 2018 02:12:34.691    17 Sep 2018 02:15:13.985           159.294
                    1185    17 Sep 2018 05:27:42.806    17 Sep 2018 05:29:24.551           101.745
                    1186    17 Sep 2018 07:03:14.155    17 Sep 2018 07:07:28.299           254.145
                    1187    18 Sep 2018 01:19:33.844    18 Sep 2018 01:23:37.777           243.933
                    1188    18 Sep 2018 06:11:18.757    18 Sep 2018 06:15:01.859           223.102
                    1189    18 Sep 2018 07:48:15.889    18 Sep 2018 07:50:51.294           155.405
                    1190    19 Sep 2018 00:27:28.648    19 Sep 2018 00:31:30.172           241.524
                    1191    19 Sep 2018 02:04:48.919    19 Sep 2018 02:07:27.947           159.028
                    1192    19 Sep 2018 05:19:56.703    19 Sep 2018 05:21:38.859           102.156
                    1193    19 Sep 2018 06:55:28.226    19 Sep 2018 06:59:42.340           254.115
                    1194    20 Sep 2018 01:11:47.961    20 Sep 2018 01:15:51.804           243.843
                    1195    20 Sep 2018 06:03:32.766    20 Sep 2018 06:07:16.013           223.248
                    1196    20 Sep 2018 07:40:30.174    20 Sep 2018 07:43:05.069           154.895
                    1197    21 Sep 2018 00:19:42.634    21 Sep 2018 00:23:44.279           241.645
                    1198    21 Sep 2018 01:57:03.148    21 Sep 2018 01:59:41.910           158.762
                    1199    21 Sep 2018 05:12:10.600    21 Sep 2018 05:13:53.167           102.567
                    1200    21 Sep 2018 06:47:42.301    21 Sep 2018 06:51:56.381           254.080
                    1201    22 Sep 2018 01:04:02.079    22 Sep 2018 01:08:05.832           243.753
                    1202    22 Sep 2018 05:55:46.774    22 Sep 2018 05:59:30.167           223.393
                    1203    22 Sep 2018 07:32:44.461    22 Sep 2018 07:35:18.843           154.382
                    1204    23 Sep 2018 00:11:56.620    23 Sep 2018 00:15:58.386           241.765
                    1205    23 Sep 2018 01:49:17.376    23 Sep 2018 01:51:55.873           158.496
                    1206    23 Sep 2018 05:04:24.497    23 Sep 2018 05:06:07.475           102.978
                    1207    23 Sep 2018 06:39:56.373    23 Sep 2018 06:44:10.421           254.048
                    1208    24 Sep 2018 00:56:16.197    24 Sep 2018 01:00:19.859           243.662
                    1209    24 Sep 2018 05:48:00.782    24 Sep 2018 05:51:44.321           223.539
                    1210    24 Sep 2018 07:24:58.751    24 Sep 2018 07:27:32.615           153.864
                    1211    25 Sep 2018 00:04:10.607    25 Sep 2018 00:08:12.494           241.887
                    1212    25 Sep 2018 01:41:31.605    25 Sep 2018 01:44:09.835           158.230
                    1213    25 Sep 2018 04:56:38.394    25 Sep 2018 04:58:21.781           103.387
                    1214    25 Sep 2018 06:32:10.441    25 Sep 2018 06:36:24.460           254.019
                    1215    26 Sep 2018 00:48:30.314    26 Sep 2018 00:52:33.886           243.571
                    1216    26 Sep 2018 05:40:14.789    26 Sep 2018 05:43:58.474           223.685
                    1217    26 Sep 2018 07:17:13.041    26 Sep 2018 07:19:46.384           153.343
                    1218    26 Sep 2018 23:56:24.594    27 Sep 2018 00:00:26.601           242.007
                    1219    27 Sep 2018 01:33:45.834    27 Sep 2018 01:36:23.796           157.962
                    1220    27 Sep 2018 04:48:52.293    27 Sep 2018 04:50:36.087           103.794
                    1221    27 Sep 2018 06:24:24.516    27 Sep 2018 06:28:38.499           253.983
                    1222    28 Sep 2018 00:40:44.432    28 Sep 2018 00:44:47.912           243.480
                    1223    28 Sep 2018 05:32:28.798    28 Sep 2018 05:36:12.627           223.829
                    1224    28 Sep 2018 07:09:27.333    28 Sep 2018 07:12:00.153           152.820
                    1225    28 Sep 2018 23:48:38.581    28 Sep 2018 23:52:40.707           242.126
                    1226    29 Sep 2018 01:26:00.064    29 Sep 2018 01:28:37.757           157.693
                    1227    29 Sep 2018 04:41:06.193    29 Sep 2018 04:42:50.391           104.199
                    1228    29 Sep 2018 06:16:38.585    29 Sep 2018 06:20:52.538           253.954
                    1229    30 Sep 2018 00:32:58.550    30 Sep 2018 00:37:01.938           243.388
                    1230    30 Sep 2018 05:24:42.805    30 Sep 2018 05:28:26.779           223.975
                    1231    30 Sep 2018 07:01:41.625    30 Sep 2018 07:04:13.921           152.296

Global Statistics
-----------------
Min Duration         303     8 Jan 2018 21:46:55.475     8 Jan 2018 21:46:57.464             1.989
Max Duration         682    26 Apr 2018 16:22:21.447    26 Apr 2018 16:26:36.670           255.223
Mean Duration                                                                              202.076
Total Duration                                                                          248755.311
